station_id,station_name,lat,lon,first_trip,last_trip,geoid,trips_starting_here_2017,trips_ending_here_2017,total_trips_2017
3178.0,Riverside Dr & W 78 St,40.78414472,-73.98362492,2015-09-01,2019-07-31,36061016300,32962,30767,63729
3166.0,Riverside Dr & W 72 St,40.78057799010335,-73.98562431335448,2015-09-01,2019-07-31,36061016300,32962,30767,63729
3111.0,Norman Ave & Leonard St,40.725848299999996,-73.95064893,2015-08-01,2017-07-31,36047057300,8508,8537,17045
3476.0,Norman Ave & Leonard St,40.725769967272136,-73.9507395029068,2017-07-01,2017-11-30,36047057300,8508,8537,17045
3158.0,W 63 St & Broadway,40.77163851,-73.98261428,2015-08-01,2019-07-31,36061014900,37691,34552,72243
3147.0,E 85 St & 3 Ave,40.77801203,-73.95407149,2015-09-01,2019-02-28,36061014601,30254,30114,60368
3171.0,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,2015-10-01,2019-07-31,36061016900,43445,40746,84191
3170.0,W 84 St & Columbus Ave,40.78499979,-73.97283406,2015-09-01,2019-07-31,36061016900,43445,40746,84191
3052.0,Lewis Ave & Madison St,40.686312,-73.935775,2015-08-01,2019-07-31,36047027700,10866,10370,21236
3050.0,Putnam Ave & Throop Ave,40.6851532,-73.94111,2015-08-01,2019-07-31,36047027700,10866,10370,21236
3041.0,Kingston Ave & Herkimer St,40.67890679,-73.94142771,2015-08-01,2019-07-31,36047027100,3786,3592,7378
3238.0,E 80 St & 2 Ave,40.77391390238118,-73.9543953537941,2015-12-01,2018-02-28,36061013800,25877,25482,51359
3148.0,E 84 St & 1 Ave,40.77565541,-73.95068615,2015-09-01,2019-07-31,36061013800,25877,25482,51359
3149.0,E 82 St & 2 Ave,40.77517793,-73.95324922,2015-09-01,2015-11-30,36061013800,25877,25482,51359
3095.0,Graham Ave & Herbert St,40.71929301,-73.94500379,2015-08-01,2019-07-31,36047047700,14701,14637,29338
3430.0,Richardson St & N Henry St,40.71907891179564,-73.94223690032959,2016-09-01,2019-07-31,36047047700,14701,14637,29338
3097.0,N Henry St & Richardson St,40.71921585,-73.94244690000002,2015-08-01,2016-05-31,36047047700,14701,14637,29338
3155.0,Lexington Ave & E 63 St,40.76440023,-73.96648977,2015-10-01,2019-07-31,36061011402,15007,14723,29730
3140.0,1 Ave & E 78 St,40.77140426,-73.9535166,2015-09-01,2019-07-31,36061013400,66148,65631,131779
3135.0,E 75 St & 3 Ave,40.77112927,-73.95772297,2015-09-01,2019-07-31,36061013400,66148,65631,131779
3370.0,E 78 St & 2 Ave,40.7727966,-73.95577801,2016-09-01,2019-07-31,36061013400,66148,65631,131779
3438.0,E 76 St & 3 Ave,40.772248537721744,-73.95842134952545,2016-11-01,2018-09-30,36061013400,66148,65631,131779
3157.0,East End Ave & E 86 St,40.77518615,-73.94446054,2015-10-01,2019-07-31,36061014402,18647,18643,37290
3290.0,E 89 St & York Ave,40.7779453,-73.94604100000002,2016-08-04,2019-07-31,36061014402,18647,18643,37290
3138.0,E 77 St & Park Ave,40.774405455003,-73.96175265312193,2015-12-01,2016-09-30,36061013000,25386,24268,49654
3139.0,E 72 St & Park Ave,40.77118287540658,-73.96409422159195,2015-09-01,2019-07-31,36061013000,25386,24268,49654
3378.0,E 76 St & Park Ave,40.773763,-73.96222088,2016-09-01,2019-07-31,36061013000,25386,24268,49654
3167.0,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842,2015-09-01,2019-07-31,36061015900,66887,64708,131595
3175.0,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,2015-09-01,2019-07-31,36061015900,66887,64708,131595
3142.0,1 Ave & E 62 St,40.761227399999996,-73.96094022,2015-09-01,2019-07-31,36061011000,55060,53063,108123
3134.0,3 Ave & E 62 St,40.76312584,-73.96526895,2015-09-01,2019-07-31,36061011000,55060,53063,108123
3103.0,N 11 St & Wythe Ave,40.72153267,-73.95782357,2015-08-01,2018-05-31,36047055700,36578,38380,74958
3016.0,Kent Ave & N 7 St,40.72036775298455,-73.96165072917937,2015-08-01,2019-07-31,36047055700,36578,38380,74958
3104.0,Kent Ave & N 7 St,40.72057658,-73.96150225,2015-08-01,2016-03-31,36047055700,36578,38380,74958
3014.0,E.T. Bike-In Movie Valet Station ,40.722852,-73.959114,2013-06-01,2016-05-31,36047055700,36578,38380,74958
3064.0,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,2015-08-01,2019-07-31,36047028700,11039,10676,21715
3164.0,Columbus Ave & W 72 St,40.7770575,-73.97898475,2015-09-01,2019-07-31,36061015700,60818,50002,110820
3172.0,W 74 St & Columbus Ave,40.7785669,-73.97754961,2015-09-01,2019-07-31,36061015700,60818,50002,110820
3047.0,Halsey St & Tompkins Ave,40.68236870000001,-73.944118,2015-08-01,2019-07-31,36047026900,5515,5398,10913
3229.0,Marcy Ave & MacDonough St,40.68061768455451,-73.94624948501588,2015-10-07,2016-04-30,36047026900,5515,5398,10913
3062.0,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,2015-08-01,2019-07-31,36047025500,8119,8418,16537
3063.0,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,2015-08-01,2019-07-31,36047025500,8119,8418,16537
3231.0,E 67 St & Park Ave,40.76780080148132,-73.96592080593109,2015-09-01,2019-07-31,36061012000,10648,10458,21106
3133.0,E 67 St & Park Ave,40.76735637,-73.96493528,2015-08-31,2015-09-30,36061012000,10648,10458,21106
3161.0,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,2015-10-01,2019-07-31,36061016100,22450,18572,41022
3105.0,N 15 St & Wythe Ave,40.724055,-73.955736,2015-08-01,2019-07-31,36047056100,33978,34151,68129
3109.0,Banker St & Meserole Ave,40.72606,-73.95621,2015-08-01,2019-07-31,36047056100,33978,34151,68129
3110.0,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,2015-08-01,2019-07-31,36047056100,33978,34151,68129
3131.0,E 68 St & 3 Ave,40.76712840349542,-73.96224617958069,2016-04-01,2019-07-31,36061011800,74650,73023,147673
3141.0,1 Ave & E 68 St,40.76500525,-73.95818491,2015-09-01,2019-07-31,36061011800,74650,73023,147673
3376.0,E 65 St & 2 Ave,40.76471851944339,-73.96222069859505,2016-09-01,2019-07-31,36061011800,74650,73023,147673
3264.0,E 61 St & Park Ave,40.76421007169064,-73.96910458803177,2016-07-01,2017-03-29,36061011401,20266,19204,39470
3132.0,E 59 St & Madison Ave,40.76350532,-73.97109243,2015-09-01,2019-07-31,36061011401,20266,19204,39470
3226.0,W 82 St & Central Park West,40.78275,-73.97137,2015-09-01,2019-07-31,36061016500,16718,14464,31182
3119.0,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,2015-08-01,2019-07-31,36081000700,41708,42254,83962
3122.0,48 Ave & 5 St,40.74436328706688,-73.95587325096129,2015-10-01,2019-07-31,36081000700,41708,42254,83962
3121.0,Jackson Ave & 46 Rd,40.74524768,-73.94733276,2015-08-01,2019-07-31,36081000700,41708,42254,83962
3125.0,45 Rd & 11 St,40.74708586,-73.94977234,2015-08-01,2019-07-31,36081000700,41708,42254,83962
3611.0,Vernon Blvd & 47 Rd,40.7449067,-73.9534573,2017-10-01,2019-07-31,36081000700,41708,42254,83962
3156.0,E 72 St & York Ave,40.76663814,-73.95348296,2015-09-01,2019-07-31,36061012400,59626,58598,118224
3372.0,E 74 St & 1 Ave,40.7689738,-73.95482273,2016-09-01,2019-07-31,36061012400,59626,58598,118224
3447.0,E 71 St & 1 Ave,40.76703432309872,-73.95622730255127,2017-02-01,2018-06-30,36061012400,59626,58598,118224
3129.0,Queens Plaza North & Crescent St,40.75110165,-73.94073717,2015-08-01,2019-07-31,36081003300,19278,19241,38519
3555.0,28 St & 41 Ave,40.751047,-73.93796999999998,2017-10-01,2019-07-31,36081003300,19278,19241,38519
3556.0,24 St & 41 Ave,40.752708500000004,-73.9397405,2017-09-01,2019-07-31,36081003300,19278,19241,38519
3563.0,28 St & 36 Ave,40.757186,-73.93271899999998,2017-09-01,2019-07-31,36081003300,19278,19241,38519
3625.0,28 St & 40 Ave,40.752575799999995,-73.9364281,2017-10-01,2018-10-31,36081003300,19278,19241,38519
3116.0,Huron St & Franklin St,40.732659999999996,-73.95826,2015-10-01,2019-07-31,36047056300,34403,34474,68877
3117.0,Franklin St & Dupont St,40.735640000000004,-73.95866,2015-08-01,2019-07-31,36047056300,34403,34474,68877
3115.0,India St & Manhattan Ave,40.73232194,-73.9550858,2015-08-01,2019-07-31,36047056300,34403,34474,68877
3114.0,India St & East River,40.73165141,-73.96161892,2015-08-01,2017-04-30,36047056300,34403,34474,68877
3151.0,E 81 St & York Ave,40.7728384,-73.94989233,2015-11-01,2019-07-31,36061013600,21588,21431,43019
3369.0,E 82 St & East End Ave,40.7724607,-73.9468208,2017-06-01,2019-07-31,36061013600,21588,21431,43019
3049.0,Cambridge Pl & Gates Ave,40.68488,-73.96304,2015-08-01,2019-07-31,36047020100,5699,5498,11197
3061.0,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,2015-08-01,2019-07-31,36047025902,2871,2685,5556
3162.0,W 78 St & Broadway,40.78339981,-73.98093133,2015-10-01,2019-07-31,36061016700,40701,38758,79459
3360.0,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,2016-09-01,2019-07-31,36061016700,40701,38758,79459
3081.0,Graham Ave & Grand St,40.711863,-73.944024,2015-08-01,2019-07-31,36047049500,16621,16221,32842
3083.0,Bushwick Ave & Powers St,40.71247661,-73.94100005,2015-08-01,2019-07-31,36047049500,16621,16221,32842
3152.0,3 Ave & E 71 St,40.76873687,-73.96119945,2016-06-01,2019-07-31,36061012600,10472,10061,20533
3153.0,E 71 St & 2 Ave,40.76817546742245,-73.95910263061523,2015-12-01,2019-01-31,36061012600,10472,10061,20533
3108.0,Nassau Ave & Russell St,40.72557000000001,-73.94434,2015-08-01,2019-07-31,36047059100,25738,25588,51326
3106.0,Driggs Ave & N Henry St,40.72325,-73.94308000000002,2015-08-01,2019-07-31,36047059100,25738,25588,51326
3087.0,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,2015-08-01,2019-07-31,36047050100,15056,14898,29954
3089.0,Leonard St & Meeker Ave,40.717318403855785,-73.9482021331787,2015-11-01,2016-11-30,36047050100,15056,14898,29954
3456.0,Jackson St & Leonard St,40.716380319735606,-73.94821286201476,2017-03-01,2019-07-31,36047050100,15056,14898,29954
3127.0,9 St & 44 Rd,40.74966,-73.9521,2015-08-01,2019-07-31,36081001900,15514,15627,31141
3126.0,44 Dr & Jackson Ave,40.74718234,-73.9432635,2015-08-01,2019-07-31,36081001900,15514,15627,31141
3128.0,21 St & 43 Ave,40.75052534,-73.94594845,2015-08-01,2019-07-31,36081001900,15514,15627,31141
3606.0,49 Ave & 21 St,40.74252,-73.948852,2017-10-01,2019-07-31,36081001900,15514,15627,31141
3615.0,44 Dr & 21 St,40.74800000000001,-73.94609270000002,2017-10-01,2019-07-31,36081001900,15514,15627,31141
3618.0,27 St & Hunter St,40.7485,-73.941275,2017-10-01,2019-07-31,36081001900,15514,15627,31141
3620.0,11 St & 43 Ave,40.7519071,-73.94791190000002,2017-10-01,2019-07-31,36081001900,15514,15627,31141
3173.0,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,2015-10-01,2019-07-31,36061015500,22601,21973,44574
3150.0,E 85 St & York Ave,40.77536905,-73.94803392,2015-09-01,2019-07-31,36061014401,14649,14213,28862
3058.0,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,2015-08-01,2019-07-31,36047028100,7645,7250,14895
3059.0,Pulaski St & Marcus Garvey Blvd,40.693398200000004,-73.939877,2015-08-01,2019-07-31,36047028100,7645,7250,14895
3243.0,E 58 St & 1 Ave,40.75892386377695,-73.96226227283478,2016-01-01,2019-07-31,36061010601,16910,16071,32981
3082.0,Hope St & Union Ave,40.71167351,-73.95141312,2015-09-01,2019-07-31,36047051300,12039,11919,23958
3072.0,Leonard St & Boerum St,40.70583339,-73.94644578,2015-08-01,2019-07-31,36047051100,8651,8846,17497
3071.0,Boerum St & Broadway,40.70538077,-73.94976519,2015-08-01,2019-07-31,36047051100,8651,8846,17497
3177.0,W 84 St & Broadway,40.7867947,-73.977112,2015-09-01,2019-07-31,36061017100,33145,28383,61528
3169.0,Riverside Dr & W 82 St,40.78720869,-73.98128127,2015-09-01,2019-07-31,36061017100,33145,28383,61528
3080.0,S 4 St & Rodney St,40.70934000000001,-73.95608,2015-09-01,2019-07-31,36047052700,19232,18796,38028
3077.0,Stagg St & Union Ave,40.70877084,-73.95095259,2015-08-01,2019-07-31,36047052700,19232,18796,38028
530.0,11 Ave & W 59 St,40.771522,-73.99054100000002,2013-06-01,2019-07-31,36061015100,70462,69965,140427
3176.0,W 64 St & West End Ave,40.77452835,-73.98753759,2015-09-01,2018-07-31,36061015100,70462,69965,140427
3356.0,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,2016-09-01,2019-07-31,36061015100,70462,69965,140427
3057.0,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,2015-08-01,2019-07-31,36047026100,5674,5576,11250
3159.0,W 67 St & Broadway,40.77492513,-73.98266566,2015-09-01,2019-07-31,36061015300,34240,30907,65147
3076.0,Scholes St & Manhattan Ave,40.70870368,-73.9448625,2015-08-01,2019-07-31,36047050500,17754,17476,35230
3070.0,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,2015-08-01,2019-07-31,36047050500,17754,17476,35230
3454.0,Leonard St & Maujer St,40.71036854235229,-73.94705951213838,2017-02-01,2019-07-31,36047050500,17754,17476,35230
3120.0,Center Blvd & Borden Ave,40.741609999999994,-73.96044,2015-08-01,2018-12-31,36081000100,15064,15213,30277
3124.0,46 Ave & 5 St,40.74731,-73.95451,2015-08-01,2019-07-31,36081000100,15064,15213,30277
3613.0,Center Blvd & 48 Ave,40.745038,-73.957539,2017-10-01,2019-07-31,36081000100,15064,15213,30277
3112.0,Milton St & Franklin St,40.72906,-73.95779,2015-08-01,2019-07-31,36047056500,27296,27436,54732
3469.0,India St & West St,40.73181401720966,-73.95995020866394,2017-06-01,2019-07-31,36047056500,27296,27436,54732
3074.0,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,2015-08-01,2019-07-31,36047049300,12155,12075,24230
3055.0,Greene Ave & Nostrand Ave,40.68833370000001,-73.950916,2015-08-01,2019-07-31,36047025100,4529,4166,8695
3098.0,Leonard St & Bayard St,40.71928,-73.94861,2015-08-01,2017-02-28,36047051500,35621,35548,71169
3099.0,Leonard St & Manhattan Ave,40.72152240339303,-73.94898265600203,2015-10-01,2016-12-31,36047051500,35621,35548,71169
3096.0,Union Ave & N 12 St,40.71924,-73.95241999999998,2015-11-01,2019-07-31,36047051500,35621,35548,71169
3102.0,Driggs Ave & Lorimer St,40.72179134,-73.95041540000003,2015-08-01,2019-07-31,36047051500,35621,35548,71169
3091.0,Frost St & Meeker St,40.71764,-73.94882,2015-08-01,2019-01-31,36047051500,35621,35548,71169
3452.0,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,2017-02-01,2019-07-31,36047051500,35621,35548,71169
3086.0,Graham Ave & Conselyea St,40.715143,-73.944507,2015-08-01,2019-07-31,36047049700,25783,25619,51402
3094.0,Graham Ave & Withers St,40.7169811,-73.94485918,2015-08-01,2019-07-31,36047049700,25783,25619,51402
3042.0,Fulton St & Utica Ave,40.6794268,-73.92989109999998,2015-08-01,2019-07-31,36047029700,5169,5210,10379
3048.0,Putnam Ave & Nostrand Ave,40.684020000000004,-73.94977,2015-08-01,2019-07-31,36047024900,9120,8985,18105
3249.0,Verona Pl & Fulton St,40.680356084043396,-73.94767910242079,2016-04-01,2019-07-31,36047024900,9120,8985,18105
3068.0,Humboldt St & Varet St,40.7031724,-73.940636,2015-08-01,2019-07-31,36047048900,5383,5588,10971
3241.0,Monroe St & Tompkins Ave,40.686203000000006,-73.944694,2015-12-01,2019-07-31,36047026500,5618,5300,10918
3054.0,Greene Ave & Throop Ave,40.6894932,-73.942061,2015-08-01,2019-07-31,36047027900,4941,4803,9744
3100.0,Nassau Ave & Newell St,40.724812564400175,-73.94752621650694,2016-03-01,2019-07-31,36047057100,11313,11181,22494
3043.0,Lewis Ave & Decatur St,40.6814598,-73.934903,2015-08-01,2019-07-31,36047027300,4983,4918,9901
3044.0,Albany Ave & Fulton St,40.6800105,-73.938475,2015-08-01,2019-07-31,36047027300,4983,4918,9901
3079.0,Leonard St & Grand St,40.71103537,-73.94714303,2015-08-01,2016-12-31,36047050300,9785,9734,19519
3084.0,Devoe St & Leonard St,40.71348658,-73.94792458,2015-08-01,2016-12-31,36047050300,9785,9734,19519
3453.0,Devoe St & Lorimer St,40.71335226222875,-73.9491033554077,2017-02-01,2019-07-31,36047050300,9785,9734,19519
3237.0,21 St & 41 Ave,40.75383343437622,-73.94267678260802,2015-10-01,2017-02-28,36081002500,3523,3655,7178
3130.0,21 St & Queens Plaza North,40.75325964,-73.94335788,2015-08-01,2019-07-31,36081002500,3523,3655,7178
3123.0,31 St & Thomson Ave,40.74469738,-73.93540375,2015-08-01,2019-07-31,36081017900,2858,2887,5745
3078.0,Broadway & Roebling St,40.70925562,-73.95982218,2015-11-01,2019-07-31,36047052500,13626,12687,26313
3179.0,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,2015-08-01,2019-07-31,36047028501,2783,2675,5458
3046.0,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,2015-08-01,2019-07-31,36047027500,4331,4356,8687
3056.0,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,2015-08-01,2019-07-31,36047025300,4997,4928,9925
3053.0,Marcy Ave & Lafayette Ave,40.6900815,-73.94791500000002,2015-08-01,2019-07-31,36047026300,2693,2499,5192
3060.0,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,2015-08-01,2019-07-31,36047025901,3744,3736,7480
3069.0,Lorimer St & Broadway,40.70411791,-73.94818595,2015-08-01,2019-07-31,36047050900,3197,3421,6618
3073.0,Division Ave & Hooper St,40.70691254,-73.95441667,2015-08-01,2018-07-31,36047052900,6605,6221,12826
3075.0,Division Ave & Marcy Ave,40.70708701,-73.95796783,2015-08-01,2019-07-31,36047052900,6605,6221,12826
3245.0,Kiosk in a box Motivate,40.646677898897856,-74.01630342006682,2016-07-01,2019-06-30,36047002000,758,655,1413
255.0,NYCBS Depot - SSP,40.646768,-74.01651,2013-06-01,2017-05-31,36047002000,758,655,1413
3239.0,Bressler,40.646538367096475,-74.0165877342224,2016-12-01,2018-12-10,36047002000,758,655,1413
3020.0,NYCBS Test,40.646606799999994,-74.01597,2013-06-01,2013-07-01,36047002000,758,655,1413
3221.0,47 Ave & 31 St,40.743,-73.93561,2015-09-01,2019-07-31,36081019900,3656,3696,7352
3647.0,48 Ave & 30 Pl,40.74128309355993,-73.93725872039794,2017-10-01,2019-07-31,36081019900,3656,3696,7352
3254.0,Soissons Landing,40.69231660719192,-74.01486575603484,2016-05-01,2019-07-31,36061000500,5555,5620,11175
3182.0,Yankee Ferry Terminal,40.686931,-74.016966,2015-08-01,2019-07-31,36061000500,5555,5620,11175
3479.0,Picnic Point,40.68512559515415,-74.02535319328308,2017-08-01,2019-07-31,36061000500,5555,5620,11175
3181.0,Soissons Landing,40.692609000000004,-74.016398,2015-08-03,2015-09-30,36061000500,5555,5620,11175
3285.0,W 87 St  & Amsterdam Ave,40.78839,-73.9747,2016-08-01,2019-07-31,36061017500,30612,28742,59354
3287.0,W 87 St & West End Ave,40.790261,-73.977131,2016-08-01,2016-09-30,36061017500,30612,28742,59354
3434.0,W 88 St & West End Ave,40.79025417330417,-73.97718340158461,2016-09-01,2019-07-31,36061017500,30612,28742,59354
3445.0,Riverside Dr & W 89 St,40.791811715010965,-73.9786022901535,2017-02-01,2017-07-31,36061017500,30612,28742,59354
3284.0,E 88 St & Park Ave,40.781410700190015,-73.95595908164978,2016-08-01,2019-07-31,36061014802,9000,8642,17642
3288.0,E 88 St & 1 Ave,40.778301,-73.9488134,2016-08-02,2019-07-31,36061014602,16186,16385,32571
3291.0,Riverside Dr & W 91 St,40.7933718,-73.97685115,2016-08-02,2016-09-30,36061017900,19636,18146,37782
3293.0,W 92 St & Broadway,40.7921,-73.9739,2016-09-01,2019-07-31,36061017900,19636,18146,37782
3437.0,Riverside Dr & W 91 St,40.79313480986664,-73.97700369358063,2017-07-01,2019-07-31,36061017900,19636,18146,37782
3286.0,E 89 St & 3 Ave,40.7806284,-73.9521667,2016-08-02,2019-07-31,36061015400,46756,47013,93769
3312.0,1 Ave & E 94 St,40.78172120000001,-73.94594000000002,2016-08-04,2019-07-31,36061015400,46756,47013,93769
3305.0,E 91 St & 2 Ave,40.781122299341654,-73.94965589046478,2016-08-08,2019-07-31,36061015400,46756,47013,93769
3296.0,E 93 St & 2 Ave,40.78245417527987,-73.94891962409021,2017-08-01,2019-07-31,36061015400,46756,47013,93769
3294.0,E 91 St & Park Ave,40.7835016,-73.955327,2016-08-03,2019-07-31,36061015002,9727,9201,18928
3301.0,Columbus Ave & W 95 St,40.7919557,-73.968087,2016-08-04,2019-07-31,36061018100,17724,16611,34335
3307.0,West End Ave & W 94 St,40.7941654,-73.974124,2016-08-05,2019-07-31,36061018300,30837,30004,60841
3314.0,W 95 St & Broadway,40.7937704,-73.971888,2016-08-05,2019-07-31,36061018300,30837,30004,60841
3336.0,E 97 St & Madison Ave,40.787801,-73.953559,2016-08-05,2019-07-31,36061016002,13840,13443,27283
3325.0,E 95 St & 3 Ave,40.7849032,-73.950503,2016-08-05,2018-05-31,36061015801,7178,7130,14308
3425.0,2 Ave  & E 104 St,40.789210499999996,-73.94370784,2016-08-06,2019-07-31,36061016400,13692,14061,27753
3327.0,3 Ave & E 100 St,40.787721399999995,-73.94728331,2016-08-09,2019-07-31,36061016400,13692,14061,27753
3338.0,2 Ave & E 99 St,40.786258600000004,-73.94552579,2016-09-01,2019-07-31,36061016400,13692,14061,27753
3320.0,Central Park West & W 100 St,40.793393,-73.96355559999998,2016-08-08,2019-07-31,36061018500,9779,8475,18254
3351.0,E 102 St & 1 Ave,40.7869946,-73.94164802,2016-08-08,2019-07-31,36061016200,17286,17682,34968
3391.0,E 106 St & 1 Ave,40.7892529,-73.93956237,2016-08-11,2019-07-31,36061016200,17286,17682,34968
3289.0,W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,2016-08-08,2019-07-31,36061017700,10631,9919,20550
3309.0,E 97 St & 3 Ave,40.7859201,-73.94860294,2016-08-09,2019-07-31,36061015602,3504,3519,7023
3350.0,W 100 St & Broadway,40.797372100000004,-73.97041192,2016-08-09,2019-07-31,36061018700,15853,15157,31010
3316.0,W 104 St & Amsterdam Ave,40.798993700000004,-73.96621737779999,2016-08-09,2018-06-30,36061018900,34532,33128,67660
3302.0,Columbus Ave & W 103 St,40.7969347,-73.9643412291,2016-08-09,2019-07-31,36061018900,34532,33128,67660
3323.0,W 106 St & Central Park West,40.798185600000004,-73.96059090060001,2016-08-11,2019-07-31,36061018900,34532,33128,67660
3328.0,W 100 St & Manhattan Ave,40.795,-73.9645,2016-09-01,2019-07-31,36061018900,34532,33128,67660
3345.0,Madison Ave & E 99 St,40.78948541553215,-73.9524292945862,2016-08-10,2019-07-31,36061016800,25496,25842,51338
3363.0,E 102 St & Park Ave,40.7904828,-73.95033068,2016-08-10,2019-07-31,36061016800,25496,25842,51338
3367.0,5 Ave & E 103 St,40.792255299999994,-73.95249933,2016-08-11,2019-07-31,36061016800,25496,25842,51338
3387.0,E 106 St & Madison Ave,40.79343370000001,-73.94945003,2016-08-12,2019-07-31,36061016800,25496,25842,51338
3357.0,W 106 St & Amsterdam Ave,40.80083629999999,-73.9664492472,2016-08-11,2019-07-31,36061019500,40543,38374,78917
3366.0,West End Ave & W 107 St,40.8021174,-73.9681805305,2016-08-16,2019-07-31,36061019500,40543,38374,78917
3383.0,Cathedral Pkwy & Broadway,40.804213,-73.96699104,2016-08-23,2019-07-31,36061019500,40543,38374,78917
3343.0,W 107 St & Columbus Ave,40.7997568,-73.9621128676,2016-08-11,2019-07-31,36061019300,7184,6872,14056
3390.0,E 109 St & 3 Ave,40.79329668,-73.9432083,2016-08-12,2019-07-31,36061017000,6871,7121,13992
3400.0,E 110 St & Madison Ave,40.796153499999996,-73.94782145,2016-08-12,2019-07-31,36061017401,9790,10208,19998
3379.0,E 103 St & Lexington Ave,40.79030510000001,-73.94755757,2016-08-16,2019-07-31,36061016600,7395,7646,15041
3642.0,E 98 St & Lexington Ave,40.787285198609524,-73.95012259483337,2017-10-01,2018-03-31,36061016600,7395,7646,15041
3331.0,Riverside Dr & W 104 St,40.8013434,-73.97114574390001,2016-08-16,2019-07-31,36061019100,10350,9787,20137
3408.0,Congress St & Clinton St,40.6881529,-73.99520919,2016-08-18,2019-07-31,36047004500,20137,19436,39573
